Id,from,to,fromout,fromin,toout,toin,width,exist,distance
3252,1551471,2562691,2,1,0,3,0,1,0
3253,3239389,4496303,3486,418,0,5,0,1,0
3254,4464669,3818993,51,27,6089,818,8,1,0
3255,81647,2359491,170,251,0,39,3,1,0
3256,3288242,3902565,1311,47,0,3,1,1,0
3257,3131327,1082221,12,1,292,61,1,1,0
3258,3123298,874909,215,26,0,1,0,1,0
3259,295965,1711747,173,11,0,62,5,1,0
3260,132657,4280404,510,52,0,3,0,1,0
3261,1857389,1995947,52,8,0,70,5,1,0
3262,476792,1323228,178,25,0,6,1,1,0
3263,3079354,2177469,2337,20,103,287,1,1,0
3264,3973471,745091,709,122,0,95,9,1,0
3265,2367414,2881390,261,36,0,1,0,1,0
3266,2876311,365098,56,13,79,20,6,1,0
3267,2609678,2728552,1795,86,0,49,3,1,0
3268,170032,1800290,165,32,0,360,3,1,0
3269,1133386,805395,544,19,0,1,0,1,0
3270,2293093,3674407,23,10,0,5,1,1,0
3271,1218753,682868,44,14,53,79,0,1,0
3272,4859480,179619,203,110,0,7,5,1,0
3273,2197702,4813384,280,100,570,86,9,1,0
3274,667996,296625,102,35,0,6,0,1,0
3275,1659787,1986575,735,283,1019,844,95,1,0
3276,2726636,1657673,1638,87,0,579,20,1,0
3277,2026828,4358264,217,6,0,2,0,1,0
3278,4355388,834660,25,18,0,13,0,1,0
3279,2012513,4138422,46,17,369,551,3,1,0
3280,2743847,3457943,9,30,0,2,0,1,0
3281,3894069,1607975,670,39,118721,1252,13,1,0
3282,442714,2738758,257,45,0,1,0,1,0
3283,1265638,3123329,682,57,0,7,0,1,0
3284,337376,3690585,29041,931,0,12,6,1,0
3285,1390998,1157720,160,8,250,159,5,1,0
3286,4502665,4853042,94,17,115,59,9,1,0
3287,3556232,4307990,64,44,690,2605,2,1,0
3288,649471,1484429,251,86,192,38,12,1,0
3289,3239389,3018808,3486,418,0,23,13,1,0
3290,2069673,288702,108,28,280325,882,7,1,0
3291,1767700,635772,105,34,58,41,8,1,0
3292,2370150,2022337,3,2,0,68,0,1,0
3293,4067565,277858,128,69,0,1,0,1,0
3294,2554432,215939,1543,118,0,29,13,1,0
3295,2746250,2001517,16,1,64,485,0,1,0
3296,64891,1098630,332,52,380,120,5,1,0
3297,4795184,3981028,135,213,411,107,22,1,0
3298,29393,3958417,54,73,0,40,2,1,0
3299,4003463,2242019,34,17,27,173,4,1,0
3300,2781418,1883082,1,4,0,1,0,1,0
3301,3436591,2040853,6709,128,0,12,4,1,0
3302,412116,1414066,1,1,0,11,0,1,0
3303,1337982,3971157,11,3,75,801,2,1,0
3304,4533745,1383673,476,175,0,38,4,1,0
3305,1051552,4652221,2011,254,0,149,26,1,0
3306,3524521,549933,84,9,0,1,0,1,0
3307,1672043,3299078,5873,139,0,5,0,1,0
3308,3268141,1706913,73,21,111,28,1,1,0
3309,2426009,1708904,488,980,0,17,0,1,0
3310,2185055,4634923,1,4,88,285,0,1,0
3311,924261,1103191,62,41,210,86,29,1,0
3312,3261199,3623629,5,2,226,11,1,1,0
3313,3968796,1854170,212,45,0,28,5,1,0
3314,3434908,4064563,1388,242,0,133,11,1,0
3315,4007965,527952,2884,205,0,165,34,1,0
3316,153517,522143,17,5,0,1,0,1,0
3317,23266,4639967,71,5,120,444,5,1,0
3318,4506695,3839167,185,38,0,51,3,1,0
3319,4684562,3100490,375,66,0,345,3,1,0
3320,1225224,299474,180,32,0,2,0,1,0
3321,2304509,1203799,751,84,0,10,8,1,0
3322,2987352,3050469,103,6,796,274,5,1,0
3323,2910958,3853287,85,160,0,50,1,1,0
3324,5251,4864302,301,300,393,288,30,1,0
3325,2730649,309801,3,46,9779,651,1,1,0
3326,1206884,964922,70,1,0,11,0,1,0
3327,550945,2069,2086,446,0,79,28,1,0
3328,4732207,911670,109,7,0,24,1,1,0
3329,2697131,2470899,976,218,0,236,42,1,0
3330,225943,4327660,70,16,0,13,4,1,0
3331,3371935,2625759,32,18,74,464,7,1,0
3332,2000149,2137274,2,6,0,3,0,1,0
3333,1917245,604287,191,36,0,43,2,1,0
3334,726156,2365060,257,89,183,151,15,1,0
3335,1424573,2415415,99,35,0,675,4,1,0
3336,258602,314520,253,295,764195,4841,21,1,0
3337,3316660,3256134,14,37,0,3,0,1,0
3338,3389511,1323870,86,24,333,474,28,1,0
3339,4561901,1725885,6,53,98,208,4,1,0
3340,678449,897116,82,3,49,430,19,1,0
3341,2284610,48643,32,11,0,10,0,1,0
3342,1900773,1427038,41,24,0,18,1,1,0
3343,1368561,940074,149,24,1285,182,3,1,0
3344,3611086,226182,94,72,0,27,1,1,0
3345,2314148,4835951,299,89,0,40,8,1,0
3346,2223025,1677819,171,57,0,1,0,1,0
3347,4693034,2400854,40,22,1,1,0,1,0
3348,3956058,4496796,88,3,0,3,0,1,0
3349,543427,1333379,386,23,0,7,0,1,0
3350,3836858,775219,57,6,3940,30,0,1,0
3351,4491879,1300186,1075,28,0,5,2,1,0
3352,352175,1616210,37,4,0,27,0,1,0
3353,1859997,3426789,80,14,795,2431,7,1,0
3354,445304,3277501,186,21,0,8,0,1,0
3355,1278321,4806815,383,103,10066,604,19,1,0
3356,602531,3206396,27,19,141,75,12,1,0
3357,13127,2176208,12,4,0,10,0,1,0
3358,3198606,3560141,169,77,0,8,0,1,0
3359,4050694,1201217,81,8,0,1,0,1,0
3360,839746,3527262,139,26,0,1,0,1,0
3361,3582586,2775299,392,30,0,7,0,1,0
3362,2570414,1293096,37,15,0,1381,23,1,0
3363,255322,523822,31,40,0,1,0,1,0
3364,710711,2623705,171,14,0,6,0,1,0
3365,2804192,3837287,276,47,1066,102,8,1,0
3366,4864302,4115240,393,288,110,33,10,1,0
3367,3257245,2652286,81,12,0,18,2,1,0
3368,4450406,3956842,323,62,0,21,6,1,0
3369,1015813,1350875,93,11,0,55,0,1,0
3370,561685,2280106,20,9,24,15,3,1,0
3371,3297531,1387375,284,23,0,24,6,1,0
3372,3702691,2490891,140,31,654,177,7,1,0
3373,2870123,2907742,672,97,118,39,5,1,0
3374,358768,2892579,142,17,0,2,0,1,0
3375,1507596,3775123,82,20,0,22,12,1,0
3376,3693848,1002420,661,250,0,204,9,1,0
3377,417600,2802597,643,38,0,4,0,1,0
3378,3705763,3721573,229,5,0,30,5,1,0
3379,808657,2170975,3,4,0,7,0,1,0
3380,979904,982029,1113,15,0,4,0,1,0
3381,1250512,4011991,16,2,0,1,0,1,0
3382,3837114,266784,52,8,0,1,0,1,0
3383,2476660,4524321,153,24,0,26,1,1,0
3384,127460,234904,62,17,0,5,3,1,0
3385,4405763,3091962,1448,167,0,12,3,1,0
3386,139195,969724,3189,510,0,46,20,1,0
3387,2685459,700606,21,5,0,53,0,1,0
3388,4252921,773574,90,32,0,58,1,1,0
3389,4271095,2093649,142,8,0,120,1,1,0
3390,2326888,3068110,173,101,630,126,13,1,0
3391,743590,4085764,201,16,0,82,4,1,0
3392,1896578,4571819,141,13,554,2951,7,1,0
3393,2321002,1004052,162,15,0,375,1,1,0
3394,1272572,3689810,546,37,0,13,1,1,0
3395,413254,2432691,110,31,0,1,0,1,0
3396,4304451,2846365,88,44,333,755,39,1,0
3397,403441,2657951,572,83,0,614,9,1,0
3398,2298530,754031,196,18,670,52,4,1,0
3399,538722,1203244,503,28,0,11,4,1,0
3400,3623141,4314861,77,10,0,160,2,1,0
3401,2709094,1957380,170,18,0,26,1,1,0
3402,305115,4560178,92,30,380,71,3,1,0
3403,3326014,2148776,98,5,49,1003,2,1,0
3404,1563066,3234291,58,16,93,33,5,1,0
3405,547854,209600,51,41,0,53,3,1,0
3406,3096663,153070,2041,86,0,248,8,1,0
3407,538237,4279609,528,55,0,350,10,1,0
3408,4529836,4151284,178,33,213,55,6,1,0
3409,326637,363326,166,13,0,1,0,1,0
3410,3937901,1527395,17,10,138,221,14,1,0
3411,2034809,1177556,259,239,0,13,3,1,0
3412,1757199,2402791,97,6,0,3,0,1,0
3413,2758610,195573,452,138,0,53,12,1,0
3414,1368445,3736170,105,70,0,25,9,1,0
3415,2791301,3714077,956,134,0,421,25,1,0
3416,4737869,2233565,10,2,0,1,0,1,0
3417,2072355,2605275,568,39,0,2,1,1,0
3418,1649018,2166808,1168,6,0,2,0,1,0
3419,4003336,2629163,1937,168,0,5,2,1,0
3420,2503828,3993463,63,62,102,56,27,1,0
3421,1791457,1540945,102,4,0,659,4,1,0
3422,1636891,1533886,155,2,0,5,0,1,0
3423,3999284,2719251,364,94,1348,1838,36,1,0
3424,3010446,4638344,159,19,454,178,12,1,0
3425,1900107,288702,956,142,280325,882,19,1,0
3426,750228,603235,424,52,0,5,0,1,0
3427,175927,4703173,55,25,137,31,13,1,0
3428,2651493,3142954,291,60,0,16,0,1,0
3429,2778293,4050431,51,7,1418,57,9,1,0
3430,2114562,949388,93,61,0,8,5,1,0
3431,2895014,414033,1936,126,0,607,79,1,0
3432,3065884,3197552,293,37,0,8,0,1,0
3433,4368678,3144514,408,89,153,47,21,1,0
3434,2887742,2124764,245,21,0,14,1,1,0
3435,3804365,3400167,160,85,268,66,8,1,0
3436,3434066,4316704,423,41,0,34,2,1,0
3437,3288367,4432904,26,10,46,396,6,1,0
3438,3603353,3844745,186,6,512,477,30,1,0
3439,654648,4512905,118,70,105794,3193,31,1,0
3440,1862654,4540847,557,164,210,414,82,1,0
3441,1113501,243721,441,62,0,3,1,1,0
3442,2798051,171031,269,85,0,25,11,1,0
3443,3327370,334041,1998,238,0,5,3,1,0
3444,3039307,842701,2002,233,1994,236,89,1,0
3445,912656,1441414,21,13,114,59,9,1,0
3446,4211680,907804,10576,324,0,4,1,1,0
3447,760049,4818803,405,14,0,1353,13,1,0
3448,3631232,4037720,38,8,1225,93,7,1,0
3449,3435144,1566156,242,52,837,155,6,1,0
3450,51134,636488,377,51,0,90,3,1,0
3451,12252,3536296,361,121,269,113,40,1,0
3452,3971712,907953,136,32,0,5,0,1,0
3453,3983356,408958,183,16,0,42,4,1,0
3454,4862789,1091214,594,117,0,12,1,1,0
3455,3506051,1919709,14044,712,0,65,33,1,0
3456,3981875,4470879,114,40,190,309,3,1,0
3457,2561376,3876637,144,29,0,19,6,1,0
3458,1138998,2648695,47,15,18490,412,2,1,0
3459,4481217,3815680,53154,208,0,118,10,1,0
3460,3628420,3847628,431,50,389,757,76,1,0
3461,3313674,121671,1721,240,0,9,3,1,0
3462,890874,495524,122,12,0,7,0,1,0
3463,3288916,800911,371,299,0,104,3,1,0
3464,3539275,472431,86,33,47,9,5,1,0
3465,520846,3648405,190,25,0,2,0,1,0
3466,93921,4013730,666,75,0,2,0,1,0
3467,1170427,4574237,293,29,0,133,6,1,0
3468,4759382,4630524,344,73,442,145,7,1,0
3469,3424819,583187,1,1,148,199,0,1,0
3470,1527892,3555347,438,21,0,1,0,1,0
3471,2976765,2619084,135,21,2000,363,19,1,0
3472,1262989,2497624,89,13,0,86,2,1,0
3473,3073764,740582,1324,68,0,127,4,1,0
3474,4391269,352193,41,39,188,488,12,1,0
3475,623284,112760,1096,93,0,58,29,1,0
3476,2227359,89630,799,64,0,147,11,1,0
3477,5984,1356782,1368,373,0,17,8,1,0
3478,1518446,2840102,652,23,0,154,4,1,0
3479,1525392,3560983,317,446,15,1841,34,1,0
3480,1622414,1427111,550,202,0,380,18,1,0
3481,2715385,4658695,100,21,0,32,0,1,0
3482,1365780,2443671,31,20,34,64,0,1,0
3483,837648,448952,35,3,0,2,0,1,0
3484,2381802,1613045,30,30,198,52,5,1,0
3485,4833749,3968141,7,1,0,1,0,1,0
3486,2479903,967953,62,35,0,2,1,1,0
3487,626740,762445,136,50,76,28,7,1,0
3488,1036654,4233838,133,10,153,798,11,1,0
3489,826816,1850854,80,7,0,5,1,1,0
3490,4632770,4023863,424,172,0,12,1,1,0
3491,3350819,197231,254,84,0,15,0,1,0
3492,839040,399285,253,337,0,2,1,1,0
3493,4527798,2597608,415,12,0,32,0,1,0
3494,449893,4314909,43,8,0,16,0,1,0
3495,2411976,387850,464,40,0,65,3,1,0
3496,4827612,1518747,219,11,0,49,3,1,0
3497,4561500,636477,90,4,0,33,9,1,0
3498,114341,3964605,158,38,522,116,15,1,0
3499,1234433,2959200,61,16,0,70,6,1,0
3500,171599,932112,16,6,97,47,3,1,0
3501,393357,3975532,160,32,791,415,1,1,0
3502,2109240,4345454,148,60,0,16,6,1,0
3503,635514,4342465,1270,115,0,1,0,1,0
3504,664296,3455435,250,64,0,14,5,1,0
3505,2603490,3731577,996,1035,648,300,28,1,0
3506,1210900,2989440,644,128,0,43,5,1,0
3507,2034532,448207,30,68,0,30,4,1,0
3508,4428586,510424,822,104,0,2,0,1,0
3509,2993917,2049537,107,21,0,25,3,1,0
3510,754946,4310474,1579,30,0,25,13,1,0
3511,4530000,259791,47,6,0,7,0,1,0
3512,2133895,3702619,46539,407,0,1,0,1,0
3513,1886722,3741084,244,10,0,1,0,1,0
3514,2570169,1895583,120,12,199,499,8,1,0
3515,3176150,954455,139,8,0,4,0,1,0
3516,884057,3194963,395,48,0,1,0,1,0
3517,3830287,1747188,528,160,1335,346,53,1,0
3518,3272865,3280290,25,2,0,1140,1,1,0
3519,1501569,4778568,3526,460,0,136,34,1,0
3520,401877,4062424,36,6,0,19,0,1,0
3521,3812694,2982847,223,758,0,76,8,1,0
3522,183579,2575026,173,16,0,79,3,1,0
3523,2445759,230325,6,18,2277,363,1,1,0
3524,2340964,2509300,18,3,0,4,2,1,0
3525,4430559,1562486,1282,189,0,1765,66,1,0
3526,3863268,1062306,3886,726,0,4,1,1,0
3527,3388323,3976410,233,66,0,65,22,1,0
3528,602659,1078940,51,8,21104,1820,22,1,0
3529,2309184,3042689,86,107,0,1,0,1,0
3530,2945770,1909461,289,224,0,29,2,1,0
3531,2228366,3010466,370,38,0,1,0,1,0
3532,3893288,3606180,1026,142,0,71,28,1,0
3533,2626578,1610274,815,19,0,48,7,1,0
3534,736920,3197899,91,18,98,42,4,1,0
3535,803075,3278780,749,69,0,244,27,1,0
3536,3446197,3555429,64,37,173,40,19,1,0
3537,3509474,464727,76,1,79,548,10,1,0
3538,2658214,4363163,13,129,0,29,1,1,0
3539,1727282,36937,893,194,0,107,19,1,0
3540,3175173,589611,39,15,0,4,0,1,0
3541,4544890,3864809,1,1,0,43,0,1,0
3542,3107616,4299840,33,296,69,23,1,1,0
3543,4843740,1438552,508,65,805,163,4,1,0
3544,2423997,3129494,1350,116,0,80,4,1,0
3545,2722559,379683,66,18,2027,510,20,1,0
3546,2489728,3124779,3,121,33,108,0,1,0
3547,3771338,639926,389,134,0,126,25,1,0
3548,3449976,1144193,247,18,0,1,0,1,0
3549,3416724,3163965,70,11,0,2,0,1,0
3550,72431,2374509,1,2,77,12,0,1,0
3551,4782235,4220205,15,18,67,5,1,1,0
3552,1305171,4637093,2173,103,0,12,9,1,0
3553,2006700,4539210,88,32,0,23,3,1,0
3554,637791,1729480,53,109,0,101,0,1,0
3555,1906450,14671,5,2,253,139,1,1,0
3556,603981,4241105,101,13,0,28,0,1,0
3557,2768308,3864139,225,67,0,397,14,1,0
3558,1159950,3437234,96,45,0,27,7,1,0
3559,2965875,2417532,161,14,0,194,0,1,0
3560,2560466,600131,4103,323,0,3,0,1,0
3561,2685459,2375361,21,5,0,1,0,1,0
3562,1856126,640366,792,62,59897,931,19,1,0
3563,3277688,1038236,2700,227,0,5,1,1,0
3564,4418711,123540,118,234,10280,694,18,1,0
3565,773766,503469,1956,334,0,90,18,1,0
3566,3854347,3166785,2719,359,0,12,2,1,0
3567,3754623,4276950,93,199,261,330,9,1,0
3568,2028139,3377710,116,23,0,51,6,1,0
3569,3456218,4521234,74,45,970,489,25,1,0
3570,3339271,1307227,60,16,0,3,1,1,0
3571,4357398,2702862,66,102,0,426,4,1,0
3572,655145,3941676,60,10,0,2,0,1,0
3573,4028519,2484027,43,91,49,377,6,1,0
3574,1462225,1442961,1019,434,0,208,60,1,0
3575,3932383,4533626,58,7,0,23,1,1,0
3576,218924,3678957,169,56,0,42,2,1,0
3577,1121656,90773,48,3,0,5,0,1,0
3578,1973275,3383145,350,116,0,24,8,1,0
3579,1749447,4753638,530,52,0,55,16,1,0
3580,3507290,2149397,124,32,187,61,1,1,0
3581,20418,880976,139,27,38778,1131,10,1,0
3582,1802183,1276739,315,56,0,7,0,1,0
3583,798261,996530,16,18,0,45,3,1,0
3584,473128,290585,233,36,0,56,1,1,0
3585,4800297,4735293,72,77,262,119,6,1,0
3586,1721125,2938929,173,24,0,675,18,1,0
3587,438617,1663245,861,148,1843,183,34,1,0
3588,4597188,199709,11,11,0,1,0,1,0
3589,1826568,2563238,184,16,0,52,10,1,0
3590,834148,4171460,312,16,0,5,1,1,0
3591,3704431,4222755,7929,257,0,3,0,1,0
3592,1359627,1921565,309,81,0,16,8,1,0
3593,3870514,3066248,24,3,0,4,1,1,0
3594,4074075,995091,96,16,130,2452,13,1,0
3595,3669041,2079016,416,15,0,2,0,1,0
3596,2046027,1243297,858,36,0,32,0,1,0
3597,3316858,4632335,143,25,0,1,0,1,0
3598,1273202,3344466,4,3,366,269,2,1,0
3599,673877,1169452,52,7,0,3,0,1,0
3600,272660,672638,24,39,0,127,2,1,0
3601,1181462,666962,135,160,158,25,0,1,0
3602,3496999,2894331,3462,429,0,57,19,1,0
3603,4347164,3397074,1,49,0,43,0,1,0
3604,2534453,3967783,368,57,552,77,19,1,0
3605,2406205,1484743,295,32,0,63,7,1,0
3606,4545927,2824939,76,10,0,7,0,1,0
3607,4147105,1707513,655,52,82,860,14,1,0
3608,4599044,4255012,64,5,0,1,0,1,0
3609,2249715,3878901,38,12,0,1,0,1,0
3610,4041543,4826478,529,93,216,416,28,1,0
3611,2951004,1782043,38,18,258,736,14,1,0
3612,2538166,1547658,10,5,442,471,4,1,0
3613,882625,3596231,2435,108,0,357,28,1,0
3614,2033087,285403,1,11,0,2,0,1,0
3615,81127,1980615,3125,327,0,64,21,1,0
3616,4543226,3172063,66,54,14,10,2,1,0
3617,3565904,2402846,33,20,1430,205,2,1,0
3618,110233,3400394,40,4,0,1,0,1,0
3619,1527261,750886,44,13,16616,1743,0,1,0
3620,1478200,1730774,45,1,0,4,0,1,0
3621,7767,187259,92,23,0,1,0,1,0
3622,3936648,1650683,347,315,23,126,16,1,0
3623,1637041,646818,540,154,0,11,4,1,0
3624,2581164,99306,1097,83,0,5,1,1,0
3625,4793304,3039686,723,84,0,5,4,1,0
3626,2574044,3396239,123,235,0,18,0,1,0
3627,4274637,1689751,101,304,66,60,9,1,0
3628,451497,1966764,56,60,751,2294,6,1,0
3629,2118010,1033512,1758,130,0,64,7,1,0
3630,1305449,376216,110,3,0,2,0,1,0
3631,4826054,3635761,133,78,18,96,8,1,0
3632,616868,1143509,1124,171,0,12,0,1,0
3633,4657420,752946,56,7,0,21,2,1,0
3634,2093547,3916579,149,10,0,20,0,1,0
3635,1900773,4043095,41,24,41,161,2,1,0
3636,234477,665298,131,401,76,30,2,1,0
3637,390605,3410024,44,9,0,41,1,1,0
3638,3254615,3851897,72,10,162,1881,4,1,0
3639,2015946,530267,315,15,0,5,3,1,0
3640,1401057,1676393,34,12,0,7,4,1,0
3641,2015526,1833094,1820,296,8658,336,51,1,0
3642,3037340,2558280,61163,869,0,6,5,1,0
3643,4738406,3447231,120,94,375,274,7,1,0
3644,3578248,2364552,8,29,124,168,2,1,0
3645,2694616,1171465,1992,114,0,219,12,1,0
3646,756774,883021,1019,20,0,3,0,1,0
3647,1752147,429626,730,46,0,187,6,1,0
3648,2377919,776723,459,32,0,9,2,1,0
3649,2669622,3252137,44,9,0,60,2,1,0
3650,859794,4802801,60,61,0,8,0,1,0
3651,1137445,3620191,912,16,0,19,1,1,0
3652,1910399,308077,16,18,18,33,3,1,0
3653,1673102,3593434,62,22,0,2,1,1,0
3654,219026,4074410,2037,105,0,32,7,1,0
3655,695692,3667748,16,18,0,207,1,1,0
3656,4160881,3068110,15,39,630,126,0,1,0
3657,2960508,4835349,27570,520,0,20,10,1,0
3658,3134747,3194164,3060,293,0,5,3,1,0
3659,3987639,1845278,38,7,77,23,0,1,0
3660,2427313,1752011,623,57,0,145,9,1,0
3661,2925462,3265064,195,46,0,82,16,1,0
3662,1173463,4456718,103,15,0,3,1,1,0
3663,1540544,738804,374,83,0,3,1,1,0
3664,1170153,788782,244,19,0,49,3,1,0
3665,3826106,3490219,2368,192,246,118,23,1,0
3666,3566650,3172955,69,17,105,119,6,1,0
3667,3093219,2063717,332,62,100,2098,16,1,0
3668,1465120,20022,148,10,0,247,1,1,0
3669,3460183,1406815,100,18,20739,397,0,1,0
3670,3206246,3207361,16,1,0,2,0,1,0
3671,2806710,3240809,350,50,0,3,1,1,0
3672,470317,1538802,45,13,109,22,5,1,0
3673,4832867,1136814,352,75,0,3,0,1,0
3674,4752185,3959265,218,35,0,17,6,1,0
3675,4691449,4267318,153,11,0,43,3,1,0
3676,1175720,3176017,37,5,0,1,0,1,0
3677,4459507,1986463,15,42,0,13,0,1,0
3678,4314359,1218192,1587,89,0,17,7,1,0
3679,1320397,695998,1414,139,0,445,65,1,0
3680,1823104,1408973,296,96,0,59,4,1,0
3681,2749595,4270123,7,3,0,1,0,1,0
3682,272201,968870,1,1,0,1,0,1,0
3683,4154525,279069,304,68,29554,1256,17,1,0
3684,1022061,4089316,925,147,0,15,5,1,0
3685,4359981,3056610,222,42,0,25,0,1,0
3686,45301,1697099,527,69,0,43,8,1,0
3687,2473107,4832125,640,72,0,225,15,1,0
3688,1266721,2720697,11,3,62813,2035,0,1,0
3689,2340964,3083555,18,3,0,1,0,1,0
3690,1818376,4422649,2001,118,0,32,5,1,0
3691,4757004,2803195,1659,132,0,34,10,1,0
3692,2047836,2756840,79,44,0,1,0,1,0
3693,3501606,873546,495,38,0,180,0,1,0
3694,1083563,3716955,99,7,46,103,0,1,0
3695,1082305,2718877,754,47,0,58,13,1,0
3696,3033802,189522,428,281,0,50,4,1,0
3697,137347,1015574,35,9,0,1,0,1,0
3698,4138372,1254860,278,38,0,10,0,1,0
3699,3313537,2944493,1148,79,0,26,7,1,0
3700,1817884,3841004,2204,110,0,5,1,1,0
3701,2474944,2083622,32,6,34124,1165,2,1,0
3702,1677027,2025353,4397,40,0,8,1,1,0
3703,3151800,2047525,69,11,0,25,1,1,0
3704,141223,190971,17,6,124,1117,0,1,0
3705,4176784,1140355,55,72,0,10,5,1,0
3706,1188543,3602788,3170,91,0,1,0,1,0
3707,880230,4711382,164,13,0,170,2,1,0
3708,2021205,2893745,249,114,59,47,24,1,0
3709,348818,3483999,2526,234,0,41,17,1,0
3710,1681654,3667834,125,8,16,1119,9,1,0
3711,3381797,3567972,2891,533,0,3,2,1,0
3712,966969,3227360,268,85,1925,721,8,1,0
3713,442880,299763,48,19,22,225,10,1,0
3714,1351712,2676361,51,14,0,9,1,1,0
3715,2079583,2234341,71,14,254,158,4,1,0
3716,4122449,874383,199,13,0,12,0,1,0
3717,4793630,1836513,397,22,0,34,6,1,0
3718,1091613,2876534,147,174,251,357,50,1,0
3719,1081997,174863,122,15,11,5,1,1,0
3720,2179429,3798459,351,92,457,56,7,1,0
3721,4342376,362927,118,38,225,62,2,1,0
3722,3756883,650115,43,8,0,58,0,1,0
3723,1645359,929800,95,9,0,3,2,1,0
3724,1567295,1114136,211,34,0,100,7,1,0
3725,1004069,3955164,28,3,0,25,0,1,0
3726,396121,501610,31,5,0,16,0,1,0
3727,352065,1062002,179,33,0,14,1,1,0
3728,1833094,2131647,8658,336,0,20,6,1,0
3729,321471,1347933,24,291,58,6,0,1,0
3730,4780391,2628324,22,26,0,58,1,1,0
3731,1417718,1154201,210,99,0,5,3,1,0
3732,4087252,3640428,137,9,17,160,0,1,0
3733,658712,4385413,73,46,1693,365,11,1,0
3734,2047742,3523138,12317,510,0,386,170,1,0
3735,2623624,3410213,767,274,0,38,9,1,0
3736,3298513,1291308,57,16,0,88,10,1,0
3737,995004,3694158,42,26,0,1,0,1,0
3738,3869259,2553475,649,113,3629,464,27,1,0
3739,3211865,354408,89,3,71,126,6,1,0
3740,249999,1826540,76,15,0,1,0,1,0
3741,4230100,3655367,140,49,0,93,6,1,0
3742,863250,998890,95,8,0,1,0,1,0
3743,1320803,669131,33,4,9,2,1,1,0
3744,3487676,4381079,1921,2951,0,250,80,1,0
3745,3648644,2990743,998,50,0,50,5,1,0
3746,109449,4344012,16,62,35111,1870,7,1,0
3747,3346456,321000,95,28,114,61,8,1,0
3748,2136033,1234282,110,15,0,4,0,1,0
3749,4861785,631882,86,8,0,44,0,1,0
3750,3508212,519455,823,56,0,6,4,1,0
3751,1653547,3090005,244,62,0,931,8,1,0
3752,2528653,2649977,203,68,0,1,0,1,0
3753,4277147,3176925,88,5,0,28,0,1,0
3754,3918230,2575918,76,8,0,6,0,1,0
3755,2561261,258213,1,9,0,56,0,1,0
3756,2037773,2071785,77,8,0,53,1,1,0
3757,3433223,2621113,573,60,0,42,4,1,0
3758,4866037,635120,41,3,0,33,0,1,0
3759,4322386,4021754,2109,25,0,240,7,1,0
3760,3180792,4858229,16,15,0,2,0,1,0
3761,1904253,3125855,469,33,0,14,1,1,0
3762,2805981,1178378,459,88,0,142,5,1,0
3763,598628,1587799,635,41,0,4,2,1,0
3764,454246,329194,55,14,0,2,0,1,0
3765,865070,3513235,3149,111,0,4,1,1,0
3766,1913824,1983733,50,7,0,178,1,1,0
3767,797247,4261154,29,6,0,199,0,1,0
3768,514230,3154556,606,22,0,3,0,1,0
3769,4028519,3050743,43,91,844,160,2,1,0
3770,423454,1476247,157,26,0,6,0,1,0
3771,4171949,3099672,29,28,4519,2239,14,1,0
3772,4046599,2792794,290,84,0,45,14,1,0
3773,2920427,2942031,345,125,852,146,26,1,0
3774,3169720,2069219,104175,1608,0,48,44,1,0
3775,462080,2184432,189,43,0,44,7,1,0
3776,4590872,853535,78,4,0,65,1,1,0
3777,926410,3919301,535,51,0,399,10,1,0
3778,4416185,2879072,3,3,0,8,0,1,0
3779,1841089,1818906,39,4,0,2,0,1,0
3780,1477890,798558,2,1,0,2,0,1,0
3781,3127798,4052608,507,31,297,466,51,1,0
3782,3601112,896242,311,35,60,1794,13,1,0
3783,888463,3949974,79,208,726,631,15,1,0
3784,2923466,3709523,58,14,0,5,0,1,0
3785,666096,524778,21,12,0,3,0,1,0
3786,3208921,1119112,444,466,501,873,108,1,0
3787,3388323,4522274,233,66,317,114,13,1,0
3788,2607082,2033616,781,27,0,27,2,1,0
3789,4241246,103491,522,13,0,1,0,1,0
3790,2794763,2920404,131,40,1950,440,41,1,0
3791,4243483,4269649,186,10,0,7,0,1,0
3792,2582904,4701284,252,216,0,3,0,1,0
3793,2225339,947357,657,411,0,31,4,1,0
3794,94739,406546,326,127,0,72,12,1,0
3795,2745588,215459,94,11,0,10,4,1,0
3796,4120937,4544645,35,10,0,10,8,1,0
3797,2943271,3552823,4404,82,0,69,23,1,0
3798,3031376,3556755,20111,452,0,46,25,1,0
3799,2138392,1585579,663,221,695,251,27,1,0
3800,2255415,2557329,473,45,59,1637,24,1,0
3801,523467,669967,31,12,0,126,1,1,0
3802,3643700,2417532,107,29,0,194,0,1,0
3803,1422083,779160,16,19,0,31,1,1,0
3804,1307992,405314,337,30,1208,90,2,1,0
3805,1937946,3397026,32,10,51,17,9,1,0
3806,3694275,18468,344,153,0,2,0,1,0
3807,3206217,91722,527,127,0,11,5,1,0
3808,2598396,4533621,474,48,0,2,1,1,0
3809,1225669,1077480,1868,146,0,1,0,1,0
3810,1555160,2655450,235,29,1165,114,9,1,0
3811,2137265,755325,86,16,397,59,0,1,0
3812,297916,3568790,392,20,0,21,1,1,0
3813,954638,3719078,285,316,256,95,18,1,0
3814,93537,291446,549,129,0,23,2,1,0
