Id,from,to,fromout,fromin,toout,toin,width,exist
3490,3612134,1541710,72,119,0,11,2,1
3491,4801261,219920,113,28,142,489,5,1
3492,2922032,1949282,1746,292,0,12,2,1
3493,1694805,824151,179,132,641,100,5,1
3494,1767804,4067620,32,4,0,14,0,1
3495,3837947,,0,1,0,0,0,0
3496,2785094,1526305,183,18,307,176,23,1
3497,1854473,710562,31,4,0,1,0,1
3498,1055220,3258041,38,12,2,795,0,1
3499,3668739,2806634,10990,298,0,179,72,1
3500,1334305,2374680,114,28,84587,925,5,1
3501,151038,1562486,171,14,0,1765,21,1
3502,2135531,3916695,201,3,0,16,0,1
3503,1822375,4601757,117,188,5,3,1,1
3504,2075064,678055,21,33,381,480,0,1
3505,4665192,314520,174,24,764195,4841,9,1
3506,1942963,237838,174,23,0,2,0,1
3507,4346149,3181506,75,26,0,111,2,1
3508,3114621,2454810,43,19,0,15,2,1
3509,4173534,2343167,502,358,1,434,14,1
3510,1436728,4339525,78,5,72,73,3,1
3511,281087,835314,73,13,0,168,1,1
3512,317177,,0,2,0,0,0,0
3513,713442,4146284,91,35,0,2,0,1
3514,3490648,2129502,2028,1213,0,127,26,1
3515,4411746,3601259,362,58,0,103,6,1
3516,62625,4348619,126,48,13,471,7,1
3517,1949373,1049687,569,38,0,34,1,1
3518,397198,4112881,58,4,0,1,0,1
3519,612099,627137,163,10,0,85,2,1
3520,4353948,325128,154,34,0,21,0,1
3521,2505110,995091,109,52,130,2452,8,1
3522,600343,2046345,146,61,108,183,25,1
3523,855781,626332,418,38,0,5,2,1
3524,739659,953907,184,10,0,17,1,1
3525,3515777,557007,168,21,395,913,7,1
3526,2204059,3435381,472,59,0,16,1,1
3527,3916009,197773,175,16,0,178,2,1
3528,2164865,2538097,4229,333,0,53,7,1
3529,473128,3032459,233,36,0,3,1,1
3530,3351122,1348664,137,9,0,1,0,1
3531,3227807,2028469,595,77,0,109,14,1
3532,1034824,2827000,119,9,166,314,13,1
3533,4433237,642217,382,15,576,2203,42,1
3534,2449686,4140609,2593,37,0,4,0,1
3535,307844,4094521,194,7,0,2,1,1
3536,4582537,3595562,106,40,0,58,0,1
3537,4037205,3892674,33631,375,0,36,25,1
3538,459188,4246718,2560,141,0,14,6,1
3539,3867060,3540835,192,60,1207,197,20,1
3540,4719900,3752981,51,3,0,1,0,1
3541,2515547,4233077,123,40,0,6,1,1
3542,4175995,400394,10,2,0,1,0,1
3543,2813212,3249876,939,111,0,92,4,1
3544,1752147,458035,730,46,0,58,2,1
3545,526867,3335768,54,199,0,10,0,1
3546,4020477,54336,842,22,0,163,15,1
3547,4456776,2828836,26,6,251,34,7,1
3548,774349,434547,350,76,0,4,1,1
3549,4250142,1604918,60,28,92,13,6,1
3550,3507323,1579800,1,2,1,3,0,1
3551,1985388,1108869,309,357,176,400,33,1
3552,1568230,1691581,5245,922,0,178,48,1
3553,496827,1031206,129,555,0,51,6,1
3554,1548296,642217,249,19,576,2203,20,1
3555,1660803,3823360,47,7,0,67,0,1
3556,1171780,1285607,150,42,18,209,22,1
3557,2980944,2623872,16,431,72,352,5,1
3558,4048325,1200531,163,7,0,25,2,1
3559,2017684,3242759,1181,263,0,45,13,1
3560,3626322,2767449,5602,205,0,27,17,1
3561,616153,2007227,36,162,107,1795,1,1
3562,800375,1769181,15,6,0,1,0,1
3563,3771198,1065574,7,77,117,141,3,1
3564,717734,3533168,4,3,18,3654,1,1
3565,2353325,3926160,12100,421,0,49,8,1
3566,744308,2006804,6007,361,0,766,175,1
3567,1811488,2866908,17,4,0,6,1,1
3568,4838909,3037334,4,1,0,1,0,1
3569,2374894,2029483,126,20,0,1,0,1
3570,2804174,1087788,551,51,0,75,2,1
3571,3158778,2111698,6,220,0,12,1,1
3572,3333291,1590359,89,65,1659,382,7,1
3573,4813731,1167169,82,44,0,169,2,1
3574,1819282,4553976,37,12,971,92,0,1
3575,2017927,2302163,4,4,241,2532,0,1
3576,2110657,3099672,13,127,4519,2239,9,1
3577,680654,1715317,183,22,330,61,12,1
3578,1476318,675983,466,40,0,29,6,1
3579,419830,2140392,604,47,0,22,4,1
3580,500,620238,2,5,87,34,0,1
3581,3748119,3317845,111,13,30,4,3,1
3582,1369348,74755,79,19,0,33,1,1
3583,4389857,1194373,20,5,202,345,5,1
3584,980070,2344844,3037,221,0,87,11,1
3585,1929263,805122,67,3,0,1,0,1
3586,176319,4169310,74,6,0,17,2,1
3587,3800616,3429570,158,297,0,72,1,1
3588,3028467,640325,170,8,0,95,2,1
3589,3331539,3236658,123,4,0,95,3,1
3590,4167764,600182,1072,110,0,924,74,1
3591,2421787,2067472,2845,82,0,1,0,1
3592,4711779,4324862,387,47,0,4,1,1
3593,3105271,791,1753,254,141,84,18,1
3594,3760774,1039586,53,9,0,3,0,1
3595,190402,260270,32,11,32,134,2,1
3596,3847628,934881,389,757,124,46,36,1
3597,4545306,3649342,68,57,0,15,10,1
3598,4509694,353821,284,185,317,127,11,1
3599,158933,3024440,91,63,0,55,7,1
3600,4169681,2444775,96,25,0,4,0,1
3601,4021279,386078,63,4,0,14,0,1
3602,695272,2289480,34,192,0,2,0,1
3603,4179764,147941,18,15,14,147,14,1
3604,4277474,1327162,70,30,0,84,5,1
3605,1726402,622977,579,24,446,52,2,1
3606,2124991,406210,208,10,0,156,1,1
3607,99831,2334028,2,171,9,97,0,1
3608,2982239,3291460,241,23,33,318,8,1
3609,908733,3895940,1104,103,0,28,3,1
3610,385510,1282453,15,6,0,6,0,1
3611,4286173,406100,8,42,0,7,3,1
3612,3666086,175754,374,36,2590,319,2,1
3613,285694,4795641,10995,1001,0,35,12,1
3614,636382,847834,921,74,0,18,1,1
3615,395071,912634,160,160,588,101,5,1
3616,2071138,3905656,20,8,0,29,0,1
3617,1009454,3041379,94,21,0,1,0,1
3618,4350972,3175526,69,1,0,1,0,1
3619,737156,3527380,560,22,0,9,3,1
3620,3911474,4522127,169,8,0,3,0,1
3621,1195248,993087,138,18,3,1215,0,1
3622,4814115,,0,1,0,0,0,0
3623,2175606,134107,170,11,3,3035,13,1
3624,2417790,2943474,42,7,0,2,1,1
3625,824433,503825,44,16,0,6,2,1
3626,4375585,839861,21,1,160559,483,0,1
3627,424474,1368891,165,35,3577,215,11,1
3628,4470994,3292210,2037,161,0,9,3,1
3629,2576244,4801467,20,12,0,24,0,1
3630,3995390,180012,892,23,0,15,2,1
3631,1001435,649135,123,77,0,3,1,1
3632,2896709,1351701,17,87,0,51,0,1
3633,1387637,3091489,16,8,31,34,5,1
3634,2239052,3794424,193,41,0,2,0,1
3635,864645,496827,63,421,129,555,15,1
3636,2229724,4048152,3919,247,0,62,28,1
3637,2743847,3457943,9,30,0,2,0,1
3638,4001552,1593727,80,20,0,1,0,1
3639,1983411,3795827,1453,65,0,8,0,1
3640,4404673,3470816,115,25,0,50,9,1
3641,2607849,4475358,19,26,26,136,1,1
3642,2904974,279332,17,135,0,10,0,1
3643,3197218,1666742,197,64,1980,167,5,1
3644,1912758,3364968,218,216,227,110,11,1
3645,3245656,734647,174,63,848,324,33,1
3646,1887607,2693864,817,107,96437,1592,59,1
3647,3051653,347504,91,18,0,11,9,1
3648,177211,2267864,94,34,0,12,1,1
3649,105705,639704,48,3,0,29,4,1
3650,379683,2834085,2027,510,0,10,7,1
3651,3602406,3448581,3045,160,0,150,57,1
3652,2121083,4619075,242,11,0,8,3,1
3653,941864,1937744,23,1,0,1,0,1
3654,3228163,1747081,155,84,0,1,0,1
3655,3282528,4147649,319,86,0,30,2,1
3656,3211865,4107595,89,3,0,1,0,1
3657,4298803,4358727,97,22,259,82,4,1
3658,3586466,3214874,474,38,0,47,18,1
3659,4076953,2340596,132,69,5225,1008,62,1
3660,2425797,2276179,665,23,0,1,0,1
3661,2719119,4489675,43,8,0,7,0,1
3662,3918045,2879219,1460,353,0,15,7,1
3663,4164185,3809496,38,179,0,23,4,1
3664,944833,574985,697,74,0,29,2,1
3665,1517147,1661989,112,70,0,10,0,1
3666,2504196,4022581,3706,172,0,6,3,1
3667,3670807,348727,177,35,0,15,1,1
3668,1587659,3219349,226,227,67,38,23,1
3669,2007854,4542663,23,12,39,16,0,1
3670,4725250,301863,11,306,31,115,4,1
3671,3807029,3587040,105,21,779,135,1,1
3672,1094612,3775355,544,59,0,506,30,1
3673,476263,62919,311,82,0,101,5,1
3674,3931704,1293585,1108,85,0,1,0,1
3675,2248527,1318234,129,21,0,5,2,1
3676,3443703,1468759,39,15,0,54,2,1
3677,1877477,3931591,7901,553,0,20,15,1
3678,1409922,3879881,31,4,1051,366,5,1
3679,2392265,4765000,1152,254,0,321,78,1
3680,4467445,4424369,535,49,0,11,2,1
3681,3186447,3793940,138,8,0,7,1,1
3682,3148705,1963405,1,149,0,46,0,1
3683,4751248,1946723,6,4,0,3,0,1
3684,4230100,2625174,140,49,272,621,45,1
3685,3168832,1692718,558,149,0,2,0,1
3686,4724386,2117296,784,256,89,462,41,1
3687,4218937,2426766,593,36,0,6,2,1
3688,2055408,268862,7,4,0,1,0,1
3689,2739911,3044328,30,2,0,1,0,1
3690,3248855,1289084,52,77,183,45,0,1
3691,479434,3413597,4,8,314,246,3,1
3692,2721720,2957476,8,20,133,504,2,1
3693,233088,219920,110,2,142,489,2,1
3694,2239043,4589893,98,12,91,515,8,1
3695,4510256,3699931,71,2,0,6,0,1
3696,3159570,3657559,26,3,0,2,0,1
3697,2382467,2122920,67,1,23,247,0,1
3698,4397066,2164663,4932,751,0,6,2,1
3699,4580418,1028370,250,155,216,147,32,1
3700,734897,4405113,67,37,5,6,5,1
3701,1967217,2282009,243,6,3381,526,0,1
3702,1615406,665911,132,13,0,1,0,1
3703,4667106,4809009,258,49,14,187,3,1
3704,2786842,1877011,83,6,163,2921,6,1
3705,4304909,2662657,533,125,0,124,40,1
3706,3913707,2994029,83,75,179,222,15,1
3707,2208088,1628779,3,2,0,1,0,1
3708,2837126,2901283,1224,47,0,14,2,1
3709,3679031,550981,1059,226,0,11,3,1
3710,4799319,3090005,145,14,0,931,7,1
3711,441258,1682112,4274,309,0,648,175,1
3712,902333,2457575,303,34,639,42,5,1
3713,3244639,1525898,1819,153,0,120,15,1
3714,362142,3341966,64,42,0,1,0,1
3715,3202668,3718735,46,5,0,2,1,1
3716,1371684,4025942,8544,207,0,235,101,1
3717,442880,4790634,48,19,0,1,0,1
3718,3093734,1436777,24,5,29,93,8,1
3719,967697,1032668,389,149,0,65,13,1
3720,3125221,2170674,12,8,0,8,0,1
3721,1143697,1101852,135,54,129,94,16,1
3722,2228366,1711259,370,38,0,13,2,1
3723,3193820,1532491,350,235,0,83,0,1
3724,4583092,3505687,49,3,0,194,0,1
3725,2871876,37549,306,110,0,5,0,1
3726,3887350,2057326,62,6,0,2,0,1
3727,3878706,789597,117,2,0,1,0,1
3728,4673428,393925,616,40,3,513,5,1
3729,1582144,828758,149,204,0,49,0,1
3730,4775946,2922232,51,12,0,82,1,1
3731,3974699,3646386,1075,243,0,175,24,1
3732,1035696,2048999,6132,305,0,128,61,1
3733,2398646,2557329,5,1,59,1637,1,1
3734,3268188,3600813,271,128,0,84,19,1
3735,1128225,1117252,254,187,0,46,3,1
3736,641263,2414894,107,4,0,1,0,1
3737,2670630,,0,10,0,0,0,0
3738,3989045,3126330,302,25,0,1,0,1
3739,4709310,1745991,26018,970,0,4,1,1
3740,257639,1677590,1979,559,0,1,0,1
3741,3044219,1815022,22,1,0,19,0,1
3742,290016,168919,1151,51,0,2,1,1
3743,4147105,2009342,655,52,0,2,1,1
3744,3834142,3324875,2,17,61238,1350,0,1
3745,4204100,1619014,248,96,724,124,10,1
3746,3357091,1622727,49,22,0,100,1,1
3747,3704431,3417673,7929,257,0,6,2,1
3748,2998035,489774,105,22,0,58,3,1
3749,388191,1062916,153,14,50,710,0,1
3750,2545384,3228210,163,23,0,67,4,1
3751,4108019,2707846,48,12,1229,208,2,1
3752,919832,4172775,1457,252,0,342,33,1
3753,2025201,4825941,697,54,0,65,5,1
3754,3300679,1994250,300,68,0,27,6,1
3755,1966635,2019061,165,8,0,1,0,1
3756,4679492,68423,125,22,0,5,1,1
3757,4729944,1949809,771,72,0,8,6,1
3758,547201,1510145,80,11,153,658,9,1
3759,4832975,2761567,643,61,0,2,0,1
3760,3288815,10715,99,60,68772,1068,11,1
3761,1819536,1428298,10,8,131,16,5,1
3762,3172152,190157,198,39,348,107,10,1
3763,519508,978860,658,71,0,9,0,1
3764,4224221,2310726,73,31,0,4,0,1
3765,1590018,3995430,53,8,0,30,0,1
3766,2642833,4199400,23,22,15,2,1,1
3767,821971,1946235,182,19,1011,167,1,1
3768,122153,739907,309,41,19,194,10,1
3769,1710157,2519939,1272,104,0,1515,115,1
3770,354630,4034631,89,22,0,22,0,1
3771,1277131,1623642,98,2,0,3,1,1
3772,3679213,1090146,103,35,0,27,5,1
3773,541227,4406850,90,19,0,47,1,1
3774,3894782,1031002,197,47,0,4,0,1
3775,808657,2170975,3,4,0,7,0,1
3776,3130827,1794202,506,32,0,21,0,1
3777,2022190,3917119,80,3,0,1,0,1
3778,1530285,28976,98,111,0,205,1,1
3779,3603279,4842613,3,51,0,290,1,1
3780,1092889,3879732,3,1,0,3,1,1
3781,1360590,990991,1,8,0,3,0,1
3782,808991,1991964,349,124,30871,1837,24,1
3783,2925462,460797,195,46,0,13,1,1
3784,709358,3058894,271,38,0,142,16,1
3785,316095,3099672,54,8,4519,2239,2,1
3786,3386648,1423036,60,4,0,7,2,1
3787,3596296,786910,7,173,0,165,2,1
3788,4307413,1355492,37,8,0,51,1,1
3789,4632152,1979598,78,26,293,205,16,1
3790,260708,2205479,870,119,629,353,38,1
3791,1932841,3677734,98,58,253,114,42,1
3792,4406926,1013367,36,12,0,3,2,1
3793,3240534,1605725,271,17,0,13,3,1
3794,923027,846077,48,2,0,6,1,1
3795,3991166,2992628,31,15,0,8,6,1
3796,3305277,2147880,269,53,0,39,0,1
3797,286426,2412366,290,87,509,131,30,1
3798,1637916,1785802,41,95,0,27,2,1
3799,932796,2991029,320,27,0,13,4,1
3800,3023414,1627848,47,5,0,15,2,1
3801,1264856,3883662,187,121,0,46,0,1
3802,1988730,809913,33,5,6,768,1,1
3803,3171357,1928608,60,20,0,1,0,1
3804,4738406,2609735,120,94,0,13,1,1
3805,4035827,4102717,13,739,16,25,4,1
3806,3005929,4008811,716,123,0,25,0,1
3807,1185391,3545135,44,9,373,302,0,1
3808,352948,1160756,99,17,1396,289,9,1
3809,2500169,311187,50,3,0,3,0,1
3810,2396163,1312958,229,27,0,53,7,1
3811,1304157,3022970,229,23,0,1,0,1
3812,3274392,1305195,197,36,0,30,1,1
3813,336106,3879881,1,39,1051,366,0,1
3814,1594128,2206768,1186,34,0,2,0,1
3815,2381064,3324869,404,106,113,121,19,1
3816,418652,3524677,113,14,0,39,2,1
3817,4158699,1441414,35,18,114,59,19,1
3818,1612442,746414,33398,907,0,5,2,1
3819,1388361,1825719,131,16,0,2,0,1
3820,3857108,4303565,901,153,0,4,1,1
3821,572933,3234908,91,17,0,5,0,1
3822,4229071,3335148,16,5,29,6,3,1
3823,3902784,4735423,936,90,0,15,8,1
3824,4450850,4455859,17,6,0,7,0,1
3825,4314761,2556519,669,194,0,1,0,1
3826,3944291,634231,165,36,0,439,19,1
3827,3835860,119404,77,103,397,36,2,1
3828,736296,1629393,17,4,0,22,0,1
3829,4841678,4531821,116,20,0,9,0,1
3830,1722356,97239,456,47,0,26,3,1
3831,2114258,1341183,77,37,0,9,0,1
3832,277309,3059339,104,6,0,2,0,1
3833,487210,2603294,109,323,203,144,10,1
3834,6906,2475461,46,8,0,11,1,1
3835,3585818,4159183,1675,318,0,447,46,1
3836,3334645,121645,34,3,0,3,0,1
3837,2569345,1651260,16,15,0,21,2,1
3838,3507564,3778630,1714,93,1901,172,5,1
3839,175042,1051053,71,5,0,2,1,1
3840,1038342,3468106,178,42,0,46,9,1
3841,3017776,485375,39,7,0,11,0,1
3842,3644947,4179220,319,72,0,8,4,1
3843,1830619,2414271,17,19,0,5,0,1
3844,2272741,2779355,838,28,0,1,0,1
3845,4300816,3347932,14,5,45886,951,0,1
3846,183590,1723876,1848,214,0,19,4,1
3847,2653788,2718422,105,11,0,328,12,1
3848,2012811,4316995,228,44,84,333,24,1
3849,3401360,386483,165,52,0,1,0,1
3850,1032146,3500192,86,9,0,5,0,1
3851,2571619,4516964,2900,202,0,510,80,1
3852,2376829,519129,475,137,0,114,20,1
3853,3119876,2463272,101,70,0,2,1,1
3854,702720,1813829,355,81,0,7,6,1
3855,2342979,4641347,137,10,0,9,0,1
3856,3373138,207480,29,7,0,2,0,1
3857,3138270,1835976,854,35,0,3,0,1
3858,2249856,1412892,220,6,0,2,0,1
3859,2977381,3693303,42,1,66,285,3,1
3860,272250,981125,1097,122,0,1,0,1
3861,1744813,2365299,31,2,0,1,0,1
3862,1358447,4567052,21294,570,0,98,65,1
3863,283701,1589057,13269,1338,0,39,34,1
3864,4299840,2780722,69,23,62,182,2,1
3865,1977683,4388450,285,55,0,14,2,1
3866,2948487,1600039,23,3,0,74,1,1
3867,1449933,1058838,63,12,0,22,3,1
3868,917078,4636430,38,3,0,3,0,1
3869,3764909,1042017,1892,152,0,37,9,1
3870,4803567,111340,177,47,833,248,11,1
3871,2074402,2101970,25,3,0,1,0,1
3872,2800207,4154715,226,15,279,152,1,1
3873,4169246,4682430,338,30,0,28,9,1
3874,2220440,1806027,253,35,0,4,2,1
3875,101846,1530621,110,14,0,10,1,1
3876,4568223,3004110,22,2,0,1,0,1
3877,4592609,2611836,18,2,28613,461,2,1
3878,4828341,4197412,96,29,0,279,1,1
3879,4657902,1326960,781,85,0,430,20,1
3880,223627,3588140,189,48,0,27,7,1
3881,4260406,1700887,119,19,112,40,1,1
3882,3298191,2366496,32,18,115,46,10,1
3883,1087208,2596052,2556,370,0,3,1,1
3884,4009222,1254842,63496,1350,0,55,41,1
3885,2830675,2535077,2948,72,0,3,2,1
3886,3562964,2078196,571,78,0,69,3,1
3887,3565891,706576,354,120,0,32,10,1
3888,3680922,995091,343,15,130,2452,9,1
3889,2385420,,0,2,0,0,0,0
3890,1791720,984319,26,7,774,68,3,1
3891,342201,3425333,8923,619,0,169,85,1
3892,4148453,1784699,274,62,76,14,9,1
3893,4808278,1215672,50,1,0,2,0,1
3894,292322,4766567,3481,174,0,607,58,1
3895,4397837,2876118,173,39,0,11,3,1
3896,176216,628798,299,2,0,2,0,1
3897,2321002,1567141,162,15,0,2,1,1
3898,3056473,3828875,34,4,0,40,1,1
3899,517927,4609124,159,173,0,195,2,1
3900,2206222,1567456,92,14,0,113,2,1
3901,2015526,1501121,1820,296,0,3,1,1
3902,21276,2729891,449,89,0,64,4,1
3903,4286999,4565496,164,277,24,58,32,1
3904,3167499,453361,50,66,0,35,2,1
3905,809346,1591814,5,4,363,379,3,1
3906,749788,1660512,220,43,0,13,9,1
3907,2617862,4858390,101,23,0,10,0,1
3908,491080,2995097,295,89,0,9,1,1
3909,2523939,4231514,194,7,0,2,0,1
3910,1604632,3944511,1380,421,0,44,5,1
3911,2418022,2853155,48,45,27,175,0,1
3912,4534731,1724222,213,224,695,249,27,1
3913,962767,105199,131,5,0,3,0,1
3914,3831348,4538855,10276,250,0,15,9,1
3915,3142862,3428567,21,55,0,2,0,1
3916,1699645,3252996,174,15,0,116,8,1
3917,3707275,1245719,15,3,0,1,0,1
3918,2413641,1122142,416,22,0,127,3,1
3919,1305640,2266084,1185,142,0,1058,67,1
3920,2373920,2453780,1,38,85785,2664,0,1
3921,425464,2958558,81,22,0,12,1,1
3922,3441826,546730,161,51,0,1,0,1
3923,3419092,,0,1,0,0,0,0
3924,4212301,4141335,3575,176,0,124,40,1
3925,3318172,,0,13,0,0,0,0
3926,3499528,646668,24,2,0,13,0,1
3927,2888215,3702568,1132,76,0,105,9,1
3928,2526748,73459,76,14,468,49,9,1
3929,4263090,2708744,221,48,0,22,4,1
3930,4129071,1836159,155,13,0,6,0,1
3931,538574,428268,986,166,16258,554,24,1
3932,902346,4685845,215,117,0,42,16,1
3933,657022,2538000,389,14,0,1,0,1
3934,1847982,1919446,20,1,0,1,0,1
3935,4680293,1272017,108,49,0,9,7,1
3936,2713322,611505,45,10,0,164,1,1
3937,2577625,3059779,203,71,0,75,14,1
3938,3129219,2727562,12,3,0,16,0,1
3939,2352201,339493,4518,190,12563,340,49,1
3940,1969057,4614374,264,65,0,6,1,1
3941,89385,4228364,1479,82,0,2,0,1
3942,3282268,2302015,56,23,0,35,1,1
3943,1331944,3347622,248,39,100,764,5,1
3944,277366,565290,1938,90,0,71,4,1
3945,389420,3630644,485,40,0,2,0,1
3946,3054903,2746279,33,6,0,4,1,1
3947,4448336,2791309,1994,103,0,76,25,1
3948,3342482,1680741,666,45,0,2,0,1
3949,3569196,1540113,12,2,0,4,2,1
3950,4623692,1921500,63,3,0,33,2,1
3951,3444076,4068929,67,47,39,35,4,1
3952,1987098,2151737,38,3,0,20,2,1
3953,3208666,2875564,2290,171,0,11,2,1
3954,3974461,1669102,36,14,2462,417,7,1
3955,2011903,1224868,20,5,61,68,8,1
3956,3612786,4556676,190,36,0,9,1,1
3957,4156583,1523521,455,56,0,289,17,1
3958,4653552,270724,450,23,0,1,0,1
3959,2387627,3405412,66,111,0,13,5,1
3960,2039423,2485407,71,59,156,61,18,1
3961,4086028,2909128,10697,600,0,147,99,1
3962,2964915,4437720,349,63,0,11,6,1
3963,2655608,4243793,214,5,0,7,2,1
3964,1960613,3264032,343,6,0,1,0,1
3965,4055755,4418166,275,12,98,12,0,1
3966,1007235,2847947,662,246,0,5,0,1
3967,3679629,2026257,399,3,0,2,0,1
3968,3267250,2416471,485,156,991,176,15,1
3969,2340964,3083555,18,3,0,1,0,1
3970,680339,734254,622,29,0,8,1,1
3971,4808278,2484027,50,1,49,377,4,1
3972,4384789,3273403,26,15,0,1,0,1
3973,1669102,3797869,2462,417,12468,1121,217,1
3974,2548374,171616,1,5,0,6,0,1
3975,4671858,3619925,36,20,208,77,1,1
3976,1878237,401801,7496,356,0,175,54,1
3977,2197736,4445734,183,47,0,6,4,1
3978,428476,1652332,183,40,0,254,6,1
3979,451730,64403,11,5,341,108,3,1
3980,1474543,2367126,1908,184,348,86,21,1
3981,1055648,2169630,193,20,2972,425,20,1
3982,344532,4737249,24,22,0,11,2,1
3983,2724156,162413,1743,306,0,6,0,1
3984,4781293,683901,959,228,616,141,56,1
3985,2506173,922742,232,65,882,199,29,1
3986,4191405,3594800,393,259,0,14,1,1
3987,379683,2949687,2027,510,0,1,0,1
3988,2579698,2915653,580,22,0,23,6,1
3989,3600543,2587368,700,135,427,240,18,1
3990,308413,3109558,521,119,0,159,10,1
3991,85517,2005131,168,8,0,22,0,1
3992,456098,2610796,24,6,0,1,0,1
3993,3162201,1642016,18,5,92,35,1,1
3994,1725434,4367817,435,77,176,372,37,1
3995,1312089,474400,3312,146,0,3,1,1
3996,307348,2425231,108,3,0,4,0,1
3997,4329039,3545099,3964,112,0,98,85,1
3998,2906725,2822337,528,81,0,1,0,1
3999,4374728,1169961,39,9,0,9,0,1
4000,2777047,4205739,249,23,0,95,0,1
4001,2745245,4659454,123,28,0,106,1,1
4002,3664348,1561777,158,21,0,2,0,1
4003,1355750,1838170,8,3,0,18,0,1
4004,4509276,510566,221,145,682,117,17,1
4005,1025242,4308933,1999,40,0,130,16,1
4006,3864105,3621047,11945,207,0,36,11,1
4007,1902882,3545135,324,38,373,302,5,1
4008,3655816,3821237,552,96,0,53,11,1
4009,1505684,2269237,164,77,0,20,1,1
4010,3909930,2995143,1876,267,0,1,0,1
4011,3468553,1061922,341,102,596,216,28,1
4012,521904,2553284,2720,98,0,302,69,1
4013,2453780,2097794,85785,2664,0,6,3,1
4014,4189530,655838,342,69,0,23,1,1
4015,1294373,2817756,19,5,98,117,2,1
4016,2023534,1511852,309,49,0,56,1,1
4017,1993436,2027321,444,152,0,14,2,1
4018,894956,828203,78,30,0,1,0,1
4019,4864987,4397066,92,10,4932,751,6,1
4020,1048692,923110,1087,58,0,720,38,1
4021,2668884,3337291,22,3,28,3,1,1
4022,298868,4418430,57,9,442,90,5,1
4023,4016690,3655628,881,33,0,15,0,1
4024,3518891,2958954,47,13,42,561,3,1
4025,2212505,1019746,3126,404,0,3,0,1
4026,3388527,1211275,74,56,45,11,0,1
4027,199543,4495562,422,190,240,195,18,1
4028,632196,3442656,171,27,0,24,0,1
4029,29393,2499934,54,73,0,11,0,1
4030,2269446,4511852,35,15,0,39,5,1
4031,146888,4341608,181,49,129,41,6,1
4032,777658,1125371,76,19,0,2,0,1
4033,534263,3536246,32,2,0,1,0,1
4034,2191795,2453780,241,91,85785,2664,32,1
4035,3267446,2645088,89,21,0,4,1,1
4036,3937273,2563054,206,28,2596,403,0,1
4037,4586747,4277889,690,360,0,15,4,1
4038,2375946,2642430,1883,73,0,141,1,1
4039,1228163,2117296,14,9,89,462,2,1
4040,3102047,1298791,127,32,151,112,12,1
4041,1707083,1397216,524,26,0,5,0,1
4042,2014166,3982485,347,285,0,39,7,1
4043,1312089,998954,3312,146,0,6,2,1
4044,4823970,2877170,1353,444,0,13,5,1
4045,3777448,2899990,2,1,0,113,0,1
4046,2962956,1668260,18,4,0,4,0,1
4047,2252515,3075594,104,23,43,4,0,1
4048,4565496,309378,24,58,24,543,1,1
4049,1632419,1914926,20,3,0,1,0,1
4050,639355,4698276,2725,151,0,5,0,1
4051,1299484,2538180,129,48,0,50,10,1
4052,4345710,2009494,47,14,475,243,6,1
4053,4732886,1668063,105,1,0,2,0,1
4054,501763,4014337,1630,196,67,22,11,1
4055,2653788,545825,105,11,64,705,19,1
4056,1570166,3230306,22,3,0,322,0,1
4057,3950095,3011617,38,12,0,3,0,1
4058,4814912,327536,51,13,0,2,0,1
4059,3623629,3777653,226,11,3527,329,4,1
4060,2751408,4386656,399,41,0,8,0,1
4061,1630849,1862787,381,9,0,2,0,1
4062,1567853,919539,13,7,0,9,0,1
4063,446339,1348131,1246,278,0,215,65,1
4064,2405584,1199582,50,64,39,71,26,1
4065,3521839,2074605,16,19,0,16,0,1
4066,2860179,3745534,640,53,0,43,20,1
4067,2581768,3825424,175,52,268,780,9,1
4068,900263,1924752,1352,57,0,87,3,1
4069,593526,1405315,103,8,0,3,1,1
4070,2860861,139920,79,21,0,303,0,1
4071,2262619,678332,105,8,289,173,0,1
4072,3499528,152302,24,2,76,528,11,1
4073,3766715,1981775,893,71,11,9,0,1
4074,583187,2934475,148,199,27,14,9,1
4075,4864376,550058,310,65,0,146,10,1
4076,1639638,543679,3150,275,0,6,1,1
4077,37722,2449874,62,36,0,1,0,1
4078,2488845,3342874,23,3,0,37,2,1
4079,2268096,3167254,23,7,0,29,0,1
4080,34982,2063717,170,21,100,2098,1,1
4081,4086223,2543734,56,339,198,562,9,1
4082,1371877,4186492,1954,100,0,3,0,1
4083,4202236,2322566,182,24,0,14,7,1
4084,4835263,4287656,88,12,0,119,0,1
4085,3856045,973008,183,26,0,93,5,1
4086,703288,2808133,556,25,0,5,0,1
4087,183579,1486897,173,16,0,9,0,1
4088,4534731,2484091,213,224,0,23,7,1
4089,836023,3086452,847,635,0,93,58,1
4090,1436534,2571883,182,9,0,9,0,1
4091,48608,4334386,362,37,0,1,0,1
4092,382884,4485836,148,10,0,948,10,1
4093,4684576,2284276,1849,207,0,318,48,1
4094,4865594,1226756,23,4,0,325,2,1
